,,Model,Family,Line,Platform,"Product ID Tray","Product ID Boxed","Product ID MPK","Launch Date","# of CPU Cores","# of Threads","Graphics Core Count","Base Clock","Max. Boost Clock ¹ ²","All Core Boost Speed","Total L1 Cache","Total L2 Cache","Total L3 Cache","Unlocked for Overclocking","Processor Technology for CPU Cores","CPU Socket","Socket Count","PCI Express® Version","Thermal Solution PIB","Thermal Solution MPK","Default TDP","AMD Configurable TDP (cTDP)","Max. Operating Temperature (Tjmax)","*OS Support","System Memory Specification","System Memory Type","Memory Channels","Per Socket Mem BW","Graphics Frequency","GPU Base","Graphics Model","Supported Technologies","Workload Affinity"
,on,"AMD Ryzen™ 7 PRO 4750GE","AMD Ryzen™ PRO Processors","AMD Ryzen™ 7 PRO 4000 Series Desktop Processors",Desktop,100-000000152,,100-100000152MPK,7/21/2020,8,16,8,3.1GHz,"Up to 4.3GHz",,512KB,4MB,8MB,No,"TSMC 7nm FinFET",AM4,,"PCIe® 3.0",,"Wraith Stealth",35W,,95°C,"Windows 10 - 64-Bit Edition, RHEL x86 64-Bit, Ubuntu x86 64-Bit  *Operating System (OS) support will vary by manufacturer.","Up to 3200MHz",DDR4,2,,"2100 MHz",,"Radeon™ Graphics","AMD PRO technologies",
,on,"AMD Ryzen™ 5 PRO 4650G","AMD Ryzen™ PRO Processors","AMD Ryzen™ 5 PRO 4000 Series Desktop Processors",Desktop,100-000000143,,100-100000143MPK,7/21/2020,6,12,7,3.7GHz,"Up to 4.2GHz",,384KB,3MB,8MB,No,"TSMC 7nm FinFET",AM4,,"PCIe® 3.0",,"Wraith Stealth",65W,45-65W,95°C,"Windows 11 - 64-Bit Edition, Windows 10 - 64-Bit Edition, RHEL x86 64-Bit, Ubuntu x86 64-Bit  *Operating System (OS) support will vary by manufacturer.","Up to 3200MHz",DDR4,2,,"1900 MHz",,"Radeon™ Graphics","AMD PRO technologies",
,on,"AMD Ryzen™ 5 PRO 4650GE","AMD Ryzen™ PRO Processors","AMD Ryzen™ 5 PRO 4000 Series Desktop Processors",Desktop,100-000000153,,100-100000153MPK,7/21/2020,6,12,7,3.3GHz,"Up to 4.2GHz",,384KB,3MB,8MB,No,"TSMC 7nm FinFET",AM4,,"PCIe® 3.0",,"Wraith Stealth",35W,,95°C,"Windows 11 - 64-Bit Edition, Windows 10 - 64-Bit Edition, RHEL x86 64-Bit, Ubuntu x86 64-Bit  *Operating System (OS) support will vary by manufacturer.","Up to 3200MHz",DDR4,2,,"1900 MHz",,"Radeon™ Graphics","AMD PRO technologies",
,on,"AMD Ryzen™ 3 PRO 4350G","AMD Ryzen™ PRO Processors","AMD Ryzen™ 3 PRO 4000 Series Desktop Processors",Desktop,100-000000148,,100-100000148MPK,7/21/2020,4,8,6,3.8GHz,"Up to 4.0GHz",,256KB,2MB,4MB,No,"TSMC 7nm FinFET",AM4,,"PCIe® 3.0",,"Wraith Stealth",65W,45-65W,95°C,"Windows 11 - 64-Bit Edition, Windows 10 - 64-Bit Edition, RHEL x86 64-Bit, Ubuntu x86 64-Bit  *Operating System (OS) support will vary by manufacturer.","Up to 3200MHz",DDR4,2,,"1700 MHz",,"Radeon™ Graphics","AMD PRO technologies",
,on,"AMD Ryzen™ 3 PRO 4350GE","AMD Ryzen™ PRO Processors","AMD Ryzen™ 3 PRO 4000 Series Desktop Processors",Desktop,100-000000154,,100-100000154MPK,7/21/2020,4,8,6,3.5GHz,"Up to 4.0GHz",,256KB,2MB,4MB,No,"TSMC 7nm FinFET",AM4,,"PCIe® 3.0",,"Wraith Stealth",35W,,95°C,"Windows 11 - 64-Bit Edition, Windows 10 - 64-Bit Edition, RHEL x86 64-Bit, Ubuntu x86 64-Bit  *Operating System (OS) support will vary by manufacturer.","Up to 3200MHz",DDR4,2,,"1700 MHz",,"Radeon™ Graphics","AMD PRO technologies",
,on,"AMD Ryzen™ 5 1600","AMD Ryzen™ Processors","AMD Ryzen™ 5 Desktop Processors","Boxed Processor",YD1600BBM6IAE,YD1600BBAEBOX,YD1600BBAEMPK,4/11/2017,6,12,,3.2GHz,"Up to 3.6GHz",,576KB,3MB,16MB,Yes,14nm,AM4,,"PCIe 3.0 x16","Wraith Spire (No LED)","Wraith Spire",65W,,95°C,"Windows 10 - 64-Bit Edition, RHEL x86 64-Bit, Ubuntu x86 64-Bit  *Operating System (OS) support will vary by manufacturer.","Up to 2667MHz",DDR4,2,,,,"Discrete Graphics Card Required","AMD SenseMI Technology, AMD ""Zen"" Core Architecture, AMD Ryzen™ Master Utility, Virtualization, Enmotus FuzeDrive™ for AMD Ryzen™, AES, AVX2, FMA3, XFR (Extended Frequency Range)",
,on,"AMD Ryzen™ 5 1600 (AF)","AMD Ryzen™ Processors","AMD Ryzen™ 5 Desktop Processors","Boxed Processor",,YD1600BBAFBOX,,,6,12,,3.2GHz,"Up to 3.6GHz",,576KB,3MB,16MB,Yes,12nm,AM4,,"PCIe 3.0 x16","Wraith Stealth",,65W,,95°C,"Windows 10 - 64-Bit Edition, RHEL x86 64-Bit, Ubuntu x86 64-Bit  *Operating System (OS) support will vary by manufacturer.","Up to 2667MHz",DDR4,2,,,,"Discrete Graphics Card Required","AMD SenseMI Technology, AMD ""Zen"" Core Architecture, AMD Ryzen™ Master Utility, Virtualization, Enmotus FuzeDrive™ for AMD Ryzen™, AES, AVX2, FMA3, XFR (Extended Frequency Range)",
,on,"AMD Ryzen™ 5 PRO 3400G","AMD Ryzen™ PRO Processors","AMD Ryzen™ 5 PRO Desktop Processors with Radeon™ Vega Graphics",Desktop,YD340BC5M4MFH,,,9/30/19,4,8,11,3.7GHz,"Up to 4.2GHz",,384KB,2MB,4MB,No,12nm,AM4,,"PCIe® 3.0",,,65W,45-65W,95°C,"Windows 11 - 64-Bit Edition, Windows 10 - 64-Bit Edition, RHEL x86 64-Bit, Ubuntu x86 64-Bit  *Operating System (OS) support will vary by manufacturer.","Up to 2933MHz",DDR4,2,,"1400 MHz",,"Radeon™ Vega 11 Graphics","AMD Memory Guard, AMD GuardMI Technology, DASH 1.2",
,on,"AMD Ryzen™ 5 1500X","AMD Ryzen™ Processors","AMD Ryzen™ 5 Desktop Processors","Boxed Processor",YD150XBBM4GAE,YD150XBBAEBOX,YD150XBBAEMPK,4/11/2017,4,8,,3.5GHz,"Up to 3.7GHz",,384KB,2MB,16MB,Yes,14nm,AM4,,"PCIe 3.0 x16","Wraith Spire (No LED)","Wraith Spire",65W,,95°C,"Windows 10 - 64-Bit Edition, RHEL x86 64-Bit, Ubuntu x86 64-Bit  *Operating System (OS) support will vary by manufacturer.","Up to 2667MHz",DDR4,2,,,,"Discrete Graphics Card Required","AMD SenseMI Technology, AMD ""Zen"" Core Architecture, AMD Ryzen™ Master Utility, Virtualization, Enmotus FuzeDrive™ for AMD Ryzen™, AES, AVX2, FMA3, XFR (Extended Frequency Range)",
,on,"AMD Ryzen™ 5 PRO 3400GE","AMD Ryzen™ PRO Processors","AMD Ryzen™ 5 PRO Desktop Processors with Radeon™ Vega Graphics",Desktop,YD340BC6M4MFH,,,9/30/19,4,8,11,3.3GHz,"Up to 4.0GHz",,384KB,2MB,4MB,No,12nm,AM4,,"PCIe® 3.0",,,35W,,95°C,"Windows 11 - 64-Bit Edition, Windows 10 - 64-Bit Edition, RHEL x86 64-Bit, Ubuntu x86 64-Bit  *Operating System (OS) support will vary by manufacturer.","Up to 2933MHz",DDR4,2,,"1300 MHz",,"Radeon™ Vega 11 Graphics","AMD Memory Guard, AMD GuardMI Technology, DASH 1.2",
,on,"AMD Ryzen™ 5 PRO 3350G","AMD Ryzen™ PRO Processors","AMD Ryzen™ 5 PRO 3000 Series Desktop Processors",Desktop,YD335BC5M4MFH,,,7/21/2020,4,8,10,3.6GHz,"Up to 4.0GHz",,384KB,2MB,4MB,No,12nm,AM4,,"PCIe® 3.0",,,65W,45-65W,95°C,"Windows 11 - 64-Bit Edition, Windows 10 - 64-Bit Edition, RHEL x86 64-Bit, Ubuntu x86 64-Bit  *Operating System (OS) support will vary by manufacturer.","Up to 2933MHz",DDR4,2,,"1300 MHz",,"Radeon™  Graphics","AMD Memory Guard, AMD GuardMI Technology, DASH 1.2",
,on,"AMD Ryzen™ 5 PRO 3350GE","AMD Ryzen™ PRO Processors","AMD Ryzen™ 5 PRO 3000 Series Desktop Processors",Desktop,YD335BC6M4MFH,,,7/21/2020,4,4,10,3.3GHz,"Up to 3.9GHz",,384KB,2MB,4MB,No,12nm,,,"PCIe® 3.0",,,35W,,95°C,"Windows 10 - 64-Bit Edition, RHEL x86 64-Bit, Ubuntu x86 64-Bit  *Operating System (OS) support will vary by manufacturer.","Up to 2933MHz",DDR4,2,,"1200 MHz",,"Radeon™  Graphics","AMD Memory Guard, AMD GuardMI Technology, DASH 1.2",
,on,"AMD Ryzen™ 3 PRO 3200G","AMD Ryzen™ PRO Processors","AMD Ryzen™ 3 PRO Desktop Processors with Radeon™ Vega Graphics",Desktop,YD320BC5M4MFH,,,9/30/19,4,4,8,3.6GHz,"Up to 4.0GHz",,384KB,2MB,4MB,No,12nm,AM4,,"PCIe® 3.0",,,65W,45-65W,95°C,"Windows 11 - 64-Bit Edition, Windows 10 - 64-Bit Edition, RHEL x86 64-Bit, Ubuntu x86 64-Bit  *Operating System (OS) support will vary by manufacturer.","Up to 2933MHz",DDR4,2,,"1250 MHz",,"Radeon™ Vega 8 Graphics","AMD Memory Guard, AMD GuardMI Technology, DASH 1.2",
,on,"AMD Ryzen™ 5 1400","AMD Ryzen™ Processors","AMD Ryzen™ 5 Desktop Processors","Boxed Processor",YD1400BBM4KAE,YD1400BBAEBOX,YD1400BBAEMPK,4/11/2017,4,8,,3.2GHz,"Up to 3.4GHz",,384KB,2MB,8MB,Yes,14nm,AM4,,"PCIe 3.0 x16","Wraith Stealth","Wraith Stealth",65W,,95°C,"Windows 10 - 64-Bit Edition, RHEL x86 64-Bit, Ubuntu x86 64-Bit  *Operating System (OS) support will vary by manufacturer.","Up to 2667MHz",DDR4,2,,,,"Discrete Graphics Card Required","AMD SenseMI Technology, AMD ""Zen"" Core Architecture, AMD Ryzen™ Master Utility, Virtualization, Enmotus FuzeDrive™ for AMD Ryzen™, AVX2, FMA3, XFR (Extended Frequency Range)",
,on,"AMD Ryzen™ 3 PRO 3200GE","AMD Ryzen™ PRO Processors","AMD Ryzen™ 3 PRO Desktop Processors with Radeon™ Vega Graphics",Desktop,YD320BC6M4MFH,,,9/30/19,4,4,8,3.3GHz,"Up to 3.8GHz",,384KB,2MB,4MB,No,12nm,AM4,,"PCIe® 3.0",,,35W,,95°C,"Windows 11 - 64-Bit Edition, Windows 10 - 64-Bit Edition, RHEL x86 64-Bit, Ubuntu x86 64-Bit  *Operating System (OS) support will vary by manufacturer.","Up to 2933MHz",DDR4,2,,"1200 MHz",,"Radeon™ Vega 8 Graphics","AMD Memory Guard, AMD GuardMI Technology, DASH 1.2",
,on,"AMD Ryzen™ 3 1300X","AMD Ryzen™ Processors","AMD Ryzen™ 3 Desktop Processors","Boxed Processor",YD130XBBM4KAE,YD130XBBAEBOX,YD130XBBAEMPK,07/27/2017,4,4,,3.5GHz,"Up to 3.7GHz",,384KB,2MB,8MB,Yes,14nm,AM4,,"PCIe 3.0 x16","Wraith Stealth","Wraith Stealth",65W,,95°C,"Windows 10 - 64-Bit Edition, RHEL x86 64-Bit, Ubuntu x86 64-Bit  *Operating System (OS) support will vary by manufacturer.","Up to 2667MHz",DDR4,2,,,,"Discrete Graphics Card Required","AMD SenseMI Technology, AMD ""Zen"" Core Architecture, AMD Ryzen™ Master Utility, Enmotus FuzeDrive™ for AMD Ryzen™, AVX2, FMA3, XFR (Extended Frequency Range)",
,on,"AMD Athlon™ Gold PRO 3150G","AMD Athlon™ PRO Processors","AMD Athlon™ PRO 3000 Series Desktop Processors",Desktop,YD315BC5M4MFH,,,7/21/2020,4,4,3,3.5GHz,"Up to 3.9GHz",,384KB,2MB,4MB,No,12nm,AM4,,"PCIe® 3.0",,,65W,45-65W,95°C,"Windows 10 - 64-Bit Edition, RHEL x86 64-Bit, Ubuntu x86 64-Bit  *Operating System (OS) support will vary by manufacturer.","Up to 2933MHz",DDR4,2,,"1100 MHz",,"Radeon™  Graphics","AMD Memory Guard, AMD GuardMI Technology, DASH 1.2",
,on,"AMD Athlon™ Gold PRO 3150GE","AMD Athlon™ PRO Processors","AMD Athlon™ PRO 3000 Series Desktop Processors",Desktop,YD315BC6M4MFH,,,7/21/2020,4,4,3,3.3GHz,"Up to 3.8GHz",,384KB,2MB,4MB,No,12nm,AM4,,"PCIe® 3.0",,,35W,,95°C,"Windows 10 - 64-Bit Edition, RHEL x86 64-Bit, Ubuntu x86 64-Bit  *Operating System (OS) support will vary by manufacturer.","Up to 2933MHz",DDR4,2,,"1100 MHz",,"Radeon™  Graphics","AMD Memory Guard, AMD GuardMI Technology, DASH 1.2",
,on,"AMD Athlon™ Silver PRO 3125GE","AMD Athlon™ PRO Processors","AMD Athlon™ PRO 3000 Series Desktop Processors",Desktop,YD3125C6M2OFH,,,7/21/2020,2,4,3,3.4GHz,"Up to 3.4GHz",,192KB,1MB,4MB,No,12nm,AM4,,"PCIe® 3.0",,,35W,,95°C,"Windows 10 - 64-Bit Edition, RHEL x86 64-Bit, Ubuntu x86 64-Bit  *Operating System (OS) support will vary by manufacturer.","Up to 2667MHz",DDR4,2,,"1100 MHz",,"Radeon™  Graphics","AMD Memory Guard, AMD GuardMI Technology, DASH 1.2",
,on,"AMD Ryzen™ 3 1200","AMD Ryzen™ Processors","AMD Ryzen™ 3 Desktop Processors","Boxed Processor",YD1200BBM4KAE,YD1200BBAEBOX,YD1200BBAEMPK,07/27/2017,4,4,,3.1GHz,"Up to 3.4GHz",,384KB,2MB,8MB,Yes,14nm,AM4,,"PCIe 3.0 x16","Wraith Stealth","Wraith Stealth",65W,,95°C,"Windows 10 - 64-Bit Edition, RHEL x86 64-Bit, Ubuntu x86 64-Bit  *Operating System (OS) support will vary by manufacturer.","Up to 2667MHz",DDR4,2,,,,"Discrete Graphics Card Required","AMD SenseMI Technology, AMD ""Zen"" Core Architecture, AMD VR Ready Processors, Enmotus FuzeDrive™ for AMD Ryzen™, AVX2, FMA3, XFR (Extended Frequency Range)",
,on,"AMD Athlon™ PRO 300GE","AMD Athlon™ PRO Processors","AMD Athlon™ PRO Desktop Processors with Radeon™ Vega Graphics",Desktop,YD300BC6M2OFH,,,9/30/19,2,4,3,3.4GHz,,,192KB,1MB,4MB,No,12nm,AM4,,"PCIe® 3.0",,,35W,,95°C,"Windows 10 - 64-Bit Edition, RHEL x86 64-Bit, Ubuntu x86 64-Bit  *Operating System (OS) support will vary by manufacturer.","Up to 2667MHz",DDR4,2,,"1100 MHz",,"Radeon™ Vega 3 Graphics","AMD Memory Guard, AMD GuardMI Technology, DASH 1.2",
,on,"AMD Ryzen™ 7 PRO 2700X","AMD Ryzen™ PRO Processors","AMD Ryzen™ 7 PRO Desktop Processors",Desktop,YD27BXBAM88AF,,YD27BXBAAFMPK,,8,16,,3.6GHz,"Up to 4.1GHz",,768KB,4MB,16MB,No,12nm,AM4,,"PCIe 3.0","Not included","Wraith Spire",95W,,95°C,"Windows 10 - 64-Bit Edition, RHEL x86 64-Bit, Ubuntu x86 64-Bit  *Operating System (OS) support will vary by manufacturer.","Up to 2933MHz",DDR4,2,,,,"Discrete Graphics Card Required","AMD GuardMI Technology, DASH 1.2",
,on,"AMD Ryzen™ 7 PRO 4750U","AMD Ryzen™ PRO Processors","AMD Ryzen™ 7 PRO 4000 Series Mobile Processors",Laptop,100-000000101,,,5/7/2020,8,16,7,1.7GHz,"Up to 4.1GHz",,,4MB,8MB,No,"TSMC 7nm FinFET",FP6,,"PCIe® 3.0",,,15W,,105°C,"Windows 10 - 64-Bit Edition, RHEL x86 64-Bit, Ubuntu x86 64-Bit  *Operating System (OS) support will vary by manufacturer.",,"DDR4 - Up to 3200MHz, LPDDR4 - Up to 4266MHz",,,"1600 MHz",,"AMD Radeon™ Graphics",,
,on,"AMD Ryzen™ 7 PRO 2700","AMD Ryzen™ PRO Processors","AMD Ryzen™ 7 PRO Desktop Processors",Desktop,YD270BBBM88AF,,YD270BBBAFMPK,,8,16,,3.2GHz,"Up to 4.1GHz",,768KB,4MB,16MB,No,12nm,AM4,,"PCIe 3.0","Not included","Wraith Spire",65W,,95°C,"Windows 10 - 64-Bit Edition, RHEL x86 64-Bit, Ubuntu x86 64-Bit  *Operating System (OS) support will vary by manufacturer.","Up to 2933MHz",DDR4,2,,,,"Discrete Graphics Card Required","AMD GuardMI Technology, DASH 1.2",
,on,"AMD Ryzen™ 5 PRO 4650U","AMD Ryzen™ PRO Processors","AMD Ryzen™ 5 PRO 4000 Series Mobile Processors",Laptop,100-000000103,,,5/7/2020,6,12,6,2.1GHz,"Up to 4.0GHz",,,3MB,8MB,No,"TSMC 7nm FinFET",FP6,,"PCIe® 3.0",,,15W,,105°C,"Windows 11 - 64-Bit Edition, Windows 10 - 64-Bit Edition, RHEL x86 64-Bit, Ubuntu x86 64-Bit  *Operating System (OS) support will vary by manufacturer.",,"DDR4 - Up to 3200MHz, LPDDR4 - Up to 4266MHz",,,"1500 MHz",,"AMD Radeon™ Graphics",,
,on,"AMD Ryzen™ 3 PRO 4450U","AMD Ryzen™ PRO Processors","AMD Ryzen™ 3 PRO 4000 Series Mobile Processors",Laptop,100-000000104,,,5/7/2020,4,8,5,2.5GHz,"Up to 3.7GHz",,,2MB,4MB,No,"TSMC 7nm FinFET",FP6,,"PCIe® 3.0",,,15W,,105°C,"Windows 11 - 64-Bit Edition, Windows 10 - 64-Bit Edition, RHEL x86 64-Bit, Ubuntu x86 64-Bit  *Operating System (OS) support will vary by manufacturer.",,"DDR4 - Up to 3200MHz, LPDDR4 - Up to 4266MHz",,,"1400 MHz",,"AMD Radeon™ Graphics",,
,on,"AMD Ryzen™ 7 PRO 1700X Processor","AMD Ryzen™ PRO Processors","AMD Ryzen™ 7 PRO Desktop Processors",Desktop,YD17XBBAM88AE,n/a,YD17XBBAAEMPK,06/29/2017,8,16,,3.4GHz,"Up to 3.8GHz",,,4MB,16MB,No,14nm,AM4,,"PCIe 3.0 x16",,"Wraith Spire",95W,,95°C,"Windows 10 - 64-Bit Edition, RHEL x86 64-Bit, Ubuntu x86 64-Bit  *Operating System (OS) support will vary by manufacturer.","Up to 2667MHz",DDR4,2,,,,"Discrete Graphics Card Required","AMD GuardMI Technology, AMD SenseMI Technology, Virtualization, DASH 1.2, Secure Boot, Trusted Applications, TSM Encryption, AES, AVX2, XFR (Extended Frequency Range)",
,on,"AMD Ryzen™ 7 PRO 3700U","AMD Ryzen™ PRO Processors","AMD Ryzen™ 7 PRO Mobile Processors with Radeon™ Vega Graphics",Laptop,YM370BC4T4MFG,n/a,,4/8/2019,4,8,10,2.3GHz,"Up to 4.0GHz",,384KB,2MB,4MB,No,12nm,FP5,,"PCIe® 3.0",,,15W,12-25W,95°C,"Windows 10 - 64-Bit Edition, RHEL x86 64-Bit, Ubuntu x86 64-Bit  *Operating System (OS) support will vary by manufacturer.","Up to 2400MHz",,2,,"1400 MHz",,"Radeon™ Vega 10 Graphics","AMD PRO security, DASH 1.2",
,on,"AMD Ryzen™ 5 PRO 3500U","AMD Ryzen™ PRO Processors","AMD Ryzen™ 5 PRO Mobile Processors with Radeon™ Vega Graphics",Laptop,YM350BC4T4MFG,n/a,,4/8/2019,4,8,8,2.1GHz,"Up to 3.7GHz",,384KB,2MB,4MB,No,12nm,FP5,,"PCIe® 3.0",,,15W,12-25W,95°C,"Windows 11 - 64-Bit Edition, Windows 10 - 64-Bit Edition, RHEL x86 64-Bit, Ubuntu x86 64-Bit  *Operating System (OS) support will vary by manufacturer.","Up to 2400MHz",,2,,"1200 MHz",,"Radeon™ Vega 8 Graphics","AMD PRO security, DASH 1.2",
,on,"AMD Ryzen™ 7 PRO 1700","AMD Ryzen™ PRO Processors","AMD Ryzen™ 7 PRO Desktop Processors",Desktop,YD170BBBM88AE,n/a,YD170BBBAEMPK,06/29/2017,8,16,,3.0GHz,"Up to 3.7GHz",,768KB,4MB,16MB,No,14nm,AM4,,"PCIe 3.0 x16",,"Wraith Spire",65W,,95°C,"Windows 10 - 64-Bit Edition, RHEL x86 64-Bit, Ubuntu x86 64-Bit  *Operating System (OS) support will vary by manufacturer.","Up to 2667MHz",DDR4,2,,,,"Discrete Graphics Card Required","AMD GuardMI Technology, AMD SenseMI Technology, Virtualization, DASH 1.2, Secure Boot, Trusted Applications, TSM Encryption, AES, AVX2, XFR (Extended Frequency Range)",
,on,"AMD Ryzen™ 5 PRO 2600","AMD Ryzen™ PRO Processors","AMD Ryzen™ 5 PRO Desktop Processors",Desktop,YD260BBBM6IAF,,YD260BBBAFMPK,,6,12,,3.4GHz,"Up to 3.9GHz",,576KB,3MB,16MB,No,12nm,AM4,,"PCIe 3.0","Not included","Wraith Spire",65W,,95°C,"Windows 11 - 64-Bit Edition, Windows 10 - 64-Bit Edition, RHEL x86 64-Bit, Ubuntu x86 64-Bit  *Operating System (OS) support will vary by manufacturer.","Up to 2933MHz",DDR4,2,,,,"Discrete Graphics Card Required","AMD GuardMI Technology, DASH 1.2",
,on,"AMD Athlon™ PRO 3145B","AMD Athlon™ PRO Processors","AMD Athlon™ PRO Mobile Processors with Radeon™ Graphics",Laptop,YM3145C4T2OFG,,,Q12021,2,4,3,2.4GHz,"Up to 3.3GHz",,196608KB,1MB,4MB,,14nm,FP5,,"PCIe® 3.0",,,15W,12-25W,100°C,"Windows 10 - 64-Bit Edition, RHEL x86 64-Bit, Ubuntu x86 64-Bit  *Operating System (OS) support will vary by manufacturer.","Up to 2400MHz",DDR4,2,,"1000 MHz",,"AMD Radeon™ Graphics",,
,on,"AMD Ryzen™ 3 PRO 3300U","AMD Ryzen™ PRO Processors","AMD Ryzen™ 3 PRO Mobile Processors with Radeon™ Vega Graphics",Laptop,YM330BC4T4MFG,n/a,,4/8/2019,4,4,6,2.1GHz,"Up to 3.5GHz",,384KB,2MB,4MB,No,12nm,FP5,,"PCIe® 3.0",,,15W,12-25W,95°C,"Windows 11 - 64-Bit Edition, Windows 10 - 64-Bit Edition, RHEL x86 64-Bit, Ubuntu x86 64-Bit  *Operating System (OS) support will vary by manufacturer.","Up to 2400MHz",,2,,"1200 MHz",,"Radeon™ Vega 6 Graphics","AMD PRO security, DASH 1.2",
,on,"AMD Athlon™ PRO 3045B","AMD Athlon™ PRO Processors","AMD Athlon™ PRO Mobile Processors with Radeon™ Graphics",Laptop,YM3045C4T2OFG,,,Q12021,2,2,2,2.3GHz,"Up to 3.2GHz",,196608KB,1MB,4MB,,14nm,FP5,,"PCIe® 3.0",,,15W,12-25W,100°C,"Windows 10 - 64-Bit Edition, RHEL x86 64-Bit, Ubuntu x86 64-Bit  *Operating System (OS) support will vary by manufacturer.","Up to 2400MHz",DDR4,2,,"1100 MHz",,"AMD Radeon™ Graphics",,
,on,"AMD Ryzen™ 5 PRO 1600","AMD Ryzen™ PRO Processors","AMD Ryzen™ 5 PRO Desktop Processors",Desktop,YD160BBBM6IAE,n/a,YD160BBBAEMPK,06/29/2017,6,12,,3.2GHz,"Up to 3.6GHz",,576KB,3MB,16MB,No,14nm,AM4,,"PCIe 3.0 x16",,"Wraith Spire",65W,,95°C,"Windows 10 - 64-Bit Edition, RHEL x86 64-Bit, Ubuntu x86 64-Bit  *Operating System (OS) support will vary by manufacturer.","Up to 2667MHz",DDR4,2,,,,"Discrete Graphics Card Required","AMD GuardMI Technology, AMD SenseMI Technology, Virtualization, DASH 1.2, Secure Boot, Trusted Applications, TSM Encryption, AES, AVX2, XFR (Extended Frequency Range)",
,on,"AMD Athlon™ PRO 300U Mobile Processor with Radeon™ Vega 3 Graphics","AMD Athlon™ PRO Processors","AMD Athlon™ PRO Mobile Processors with Radeon™ Vega Graphics",Laptop,YM300BC4T2OFG,n/a,,,2,4,3,2.4GHz,"Up to 3.3GHz",,384KB,1MB,4MB,No,14nm,FP5,,"PCIe® 3.0",,,15W,12-25W,95°C,"Windows 10 - 64-Bit Edition, RHEL x86 64-Bit, Ubuntu x86 64-Bit  *Operating System (OS) support will vary by manufacturer.","Up to 2400MHz",,2,,"1000 MHz",,"Radeon™ Vega 3 Graphics",,
,on,"AMD Ryzen™ 5 PRO 1500","AMD Ryzen™ PRO Processors","AMD Ryzen™ 5 PRO Desktop Processors",Desktop,YD150BBBM4GAE,n/a,YD150BBBAEMPK,06/29/2017,4,8,,3.5GHz,"Up to 3.7GHz",,384KB,2MB,16MB,No,14nm,AM4,,"PCIe 3.0 x16",,"Wraith Spire",65W,,95°C,"Windows 10 - 64-Bit Edition, RHEL x86 64-Bit, Ubuntu x86 64-Bit  *Operating System (OS) support will vary by manufacturer.","Up to 2667MHz",DDR4,2,,,,"Discrete Graphics Card Required","AMD GuardMI Technology, AMD SenseMI Technology, Virtualization, DASH 1.2, Secure Boot, Trusted Applications, TSM Encryption, AES, AVX2, XFR (Extended Frequency Range)",
,on,"AMD Ryzen™ 7 PRO 2700U","AMD Ryzen™ PRO Processors","AMD Ryzen™ 7 PRO Mobile Processors with Radeon™ Vega Graphics",Laptop,YM270BC4T4MFB,n/a,,"Q1 2019",4,8,10,2.2GHz,"Up to 3.8GHz",,384KB,2MB,4MB,No,14nm,FP5,,"PCIe® 3.0",,,15W,12-25W,95°C,"Windows 10 - 64-Bit Edition, RHEL x86 64-Bit, Ubuntu x86 64-Bit  *Operating System (OS) support will vary by manufacturer.","Up to 2400MHz",DDR4,2,,"1300 MHz",,"Radeon™ Vega 10 Graphics","AMD PRO security, AMD SenseMI Technology, AMD ""Zen"" Core Architecture, DASH 1.2",
,on,"AMD Ryzen™ 5 PRO 2400G with Radeon™ Vega 11 Graphics","AMD Ryzen™ PRO Processors","AMD Ryzen™ 5 PRO Desktop Processors with Radeon™ Vega Graphics",Desktop,YD240BC5M4MFB,,YD240BC5FBMPK,5/10/2018,4,8,11,3.6GHz,"Up to 3.9GHz",,384KB,2MB,4MB,No,"14nm FinFET",AM4,,"PCIe® 3.0","Wraith Stealth","Wraith Spire",65W,46-65W,95°C,"Windows 10 - 64-Bit Edition, RHEL x86 64-Bit, Ubuntu x86 64-Bit  *Operating System (OS) support will vary by manufacturer.","Up to 2933MHz",,2,,"1250 MHz",,"Radeon™ Vega 11 Graphics","AMD GuardMI Technology, AMD SenseMI Technology, AMD ""Zen"" Core Architecture, DASH 1.2",
,on,"AMD Ryzen™ 5 PRO 2400GE with Radeon™ Vega 11 Graphics","AMD Ryzen™ PRO Processors","AMD Ryzen™ 5 PRO Desktop Processors with Radeon™ Vega Graphics",Desktop,YD240BC6M4MFB,n/a,YD240BC6FBMPK,5/10/2018,4,8,11,3.2GHz,"Up to 3.8GHz",,384KB,2MB,4MB,No,"14nm FinFET",AM4,,"PCIe® 3.0 x8","Not included","Wraith Stealth",35W,n/aW,95°C,"Windows 10 - 64-Bit Edition, RHEL x86 64-Bit, Ubuntu x86 64-Bit  *Operating System (OS) support will vary by manufacturer.","Up to 2933MHz",DDR4,2,,"1250 MHz",,"Radeon™ Vega 11 Graphics","AMD GuardMI Technology, AMD SenseMI Technology, AMD ""Zen"" Core Architecture, DASH 1.2",
